poll	workload	req_delay	req_min	req_max	rep_delay	rep_min	rep_max	avg_coord_queue[s]	mac_percentage_dropped
1180	350	384.856	384.198	385.652	0.004	0.004	0.004	381.951	0.043
1185	350	384.574	381.904	386.376	0.004	0.004	0.004	379.505	0.478
1190	350	385.284	384.961	385.916	0.004	0.004	0.004	382.521	0.044
1195	350	385.644	385.320	386.277	0.004	0.004	0.004	382.868	0.044
1200	350	385.646	385.149	386.624	0.004	0.004	0.004	382.856	0.044
1205	350	385.974	385.476	386.955	0.004	0.004	0.004	383.171	0.044
1210	350	386.287	385.787	387.272	0.004	0.004	0.004	383.471	0.045
1215	350	386.586	386.084	387.573	0.004	0.004	0.004	383.756	0.045
1220	350	386.869	386.365	387.860	0.004	0.004	0.004	384.026	0.045
1225	350	387.137	386.632	388.131	0.004	0.004	0.004	384.281	0.045
1230	350	387.390	386.883	388.388	0.004	0.004	0.004	384.521	0.045
1235	350	387.628	387.120	388.629	0.004	0.004	0.004	384.746	0.046
1240	350	387.851	387.341	388.856	0.004	0.004	0.004	384.956	0.046
1245	350	388.060	387.548	389.067	0.004	0.004	0.004	385.151	0.046
1250	350	388.959	388.444	389.972	0.004	0.004	0.004	386.028	0.046
1255	350	388.792	388.458	389.445	0.004	0.004	0.004	385.857	0.046
1260	350	388.957	388.622	389.612	0.004	0.004	0.004	386.008	0.046
1265	350	389.107	388.771	389.763	0.004	0.004	0.004	386.145	0.047
1270	350	389.425	388.905	390.449	0.004	0.004	0.004	386.450	0.047
1275	350	389.546	389.024	390.573	0.004	0.004	0.004	386.557	0.047
1280	350	390.021	389.682	390.682	0.004	0.004	0.004	387.019	0.047
1285	350	390.113	389.774	390.776	0.004	0.004	0.004	387.098	0.047
1290	350	390.377	389.850	391.415	0.004	0.004	0.004	387.349	0.048
1295	350	390.440	389.912	391.481	0.004	0.004	0.004	387.399	0.048
1300	350	390.865	390.523	391.533	0.004	0.004	0.004	387.810	0.048
1305	350	391.089	390.557	392.136	0.004	0.004	0.004	388.021	0.048
1310	350	391.109	390.576	392.160	0.004	0.004	0.004	388.028	0.048
1315	350	391.496	391.152	392.169	0.004	0.004	0.004	388.402	0.048
1320	350	391.489	391.143	392.163	0.004	0.004	0.004	388.573	0.049
1325	350	392.042	391.713	392.272	0.004	0.004	0.004	388.922	0.049
1330	350	392.008	391.661	392.686	0.004	0.004	0.004	389.067	0.049
1335	350	392.346	392.192	392.637	0.004	0.004	0.004	389.392	0.049
1340	350	392.477	392.128	393.158	0.004	0.004	0.004	389.511	0.049
1345	350	392.791	392.637	393.082	0.004	0.004	0.004	389.812	0.050
1350	350	392.896	392.546	393.581	0.004	0.004	0.004	389.906	0.050
1355	350	393.186	393.032	393.477	0.004	0.004	0.004	390.183	0.050
1360	350	393.265	392.913	393.953	0.004	0.004	0.004	390.250	0.050
1365	350	393.531	393.377	393.822	0.004	0.004	0.004	390.503	0.050
1370	350	393.584	393.231	394.276	0.004	0.004	0.004	390.544	0.050
1375	350	394.026	393.672	394.719	0.004	0.004	0.004	390.974	0.051
1380	350	394.257	394.103	394.548	0.004	0.004	0.004	391.192	0.051
1385	350	394.273	393.917	394.969	0.004	0.004	0.004	391.195	0.051
1390	350	394.479	394.325	394.771	0.004	0.004	0.004	391.389	0.051
1395	350	394.878	394.724	395.169	0.004	0.004	0.004	391.775	0.051
1400	350	394.856	394.498	395.558	0.004	0.004	0.004	391.742	0.052
1405	350	395.233	394.874	395.936	0.004	0.004	0.004	392.106	0.052
1410	350	395.394	395.240	395.685	0.004	0.004	0.004	392.254	0.052
1415	350	395.335	394.974	396.041	0.004	0.004	0.004	392.183	0.052
1420	350	395.679	395.317	396.387	0.004	0.004	0.004	392.515	0.052
1425	350	396.014	395.651	396.723	0.004	0.004	0.004	392.837	0.052
1430	350	396.128	395.974	396.420	0.004	0.004	0.004	392.939	0.053
1435	350	396.442	396.288	396.733	0.004	0.004	0.004	393.240	0.053
1440	350	396.322	395.957	397.037	0.004	0.004	0.004	393.108	0.053
1445	350	396.614	396.248	397.330	0.004	0.004	0.004	393.387	0.053
1450	350	396.896	396.529	397.614	0.004	0.004	0.004	393.657	0.053
1455	350	397.168	396.800	397.887	0.005	0.004	0.005	393.916	0.054
1460	350	397.215	397.061	397.506	0.004	0.004	0.004	393.951	0.054
1465	350	397.466	397.312	397.757	0.004	0.004	0.004	394.190	0.054
1470	350	397.707	397.553	397.998	0.004	0.004	0.004	394.418	0.054
1475	350	397.938	397.784	398.229	0.004	0.004	0.004	394.637	0.054
1480	350	398.159	398.005	398.450	0.004	0.004	0.004	394.845	0.054
1485	350	397.932	397.559	398.661	0.004	0.004	0.004	394.606	0.055
1490	350	398.131	397.757	398.862	0.004	0.004	0.004	394.793	0.055
1495	350	398.320	397.946	399.053	0.004	0.004	0.004	394.970	0.055
20	400	3.497	0.032	8.226	0.982	0.255	2.130	2.421	0.072
25	400	2.354	0.038	4.630	0.341	0.180	0.630	2.494	0.072
30	400	0.827	0.026	1.258	0.162	0.083	0.213	1.300	0.061
35	400	0.972	0.055	1.490	0.622	0.564	0.696	1.355	0.044
40	400	0.929	0.067	1.373	0.303	0.039	0.545	1.373	0.044
45	400	0.041	0.029	0.055	0.048	0.010	0.118	0.020	0.006
50	400	0.052	0.026	0.076	0.326	0.252	0.396	0.026	0.006
55	400	19.697	19.670	19.715	0.034	0.015	0.044	19.604	0.006
60	400	0.075	0.041	0.103	0.161	0.007	0.373	0.040	0.011
65	400	0.063	0.037	0.085	0.004	0.004	0.005	0.034	0.006
70	400	0.053	0.039	0.068	0.004	0.004	0.005	0.030	0.006
75	400	0.167	0.126	0.196	0.023	0.006	0.042	0.133	0.117
80	400	0.065	0.043	0.083	0.020	0.005	0.041	0.036	0.006
85	400	0.090	0.045	0.122	0.082	0.020	0.119	0.050	0.006
90	400	0.066	0.049	0.083	0.125	0.067	0.164	0.037	0.006
95	400	0.092	0.054	0.120	0.155	0.145	0.173	0.052	0.006
100	400	36.934	36.848	37.043	1.094	0.318	2.588	36.753	0.006
105	400	0.083	0.070	0.099	0.518	0.507	0.534	0.049	0.006
110	400	118.854	118.674	119.005	0.004	0.004	0.005	118.497	0.008
115	400	0.146	0.088	0.191	0.005	0.004	0.008	0.098	0.011
120	400	96.461	96.174	96.767	0.202	0.007	0.498	96.153	0.007
125	400	17.076	17.018	17.108	0.035	0.011	0.059	16.954	0.035
130	400	0.096	0.068	0.118	0.004	0.004	0.005	0.057	0.006
135	400	0.115	0.074	0.143	0.004	0.004	0.004	0.069	0.006
140	400	0.134	0.073	0.173	0.005	0.004	0.006	0.086	0.006
145	400	0.179	0.102	0.226	0.005	0.004	0.007	0.128	0.006
150	400	143.120	142.706	143.426	0.004	0.004	0.005	142.627	0.008
155	400	42.941	42.801	43.046	0.016	0.004	0.039	42.864	0.006
160	400	28.204	28.172	28.228	0.004	0.004	0.004	28.097	0.006
165	400	40.939	40.817	41.121	0.007	0.004	0.012	40.727	0.006
170	400	52.967	52.871	53.078	0.006	0.004	0.010	52.762	0.013
175	400	64.146	64.077	64.193	0.005	0.004	0.006	63.950	0.006
180	400	74.773	74.453	74.943	0.006	0.004	0.010	74.667	0.007
185	400	85.043	84.962	85.101	0.004	0.004	0.004	84.800	0.007
190	400	94.510	94.412	94.588	0.004	0.004	0.004	94.240	0.007
195	400	103.640	103.524	103.721	0.004	0.004	0.004	103.335	0.007
200	400	221.622	214.291	229.693	0.005	0.004	0.008	220.834	0.011
205	400	267.213	255.450	278.760	0.010	0.004	0.016	266.395	0.013
210	400	128.333	128.132	128.538	0.004	0.004	0.004	127.953	0.008
215	400	135.983	135.792	136.186	0.004	0.004	0.004	135.596	0.008
220	400	142.963	142.762	143.173	0.004	0.004	0.004	142.551	0.008
225	400	149.625	149.402	149.868	0.004	0.004	0.004	149.176	0.008
230	400	156.179	155.932	156.418	0.004	0.004	0.004	155.690	0.009
235	400	162.175	161.667	162.661	0.007	0.004	0.012	161.939	0.009
240	400	168.537	167.499	169.802	0.006	0.004	0.010	168.054	0.009
245	400	173.725	171.194	176.131	0.004	0.004	0.004	173.201	0.009
250	400	179.374	175.552	183.308	0.005	0.004	0.006	178.846	0.009
255	400	184.042	179.243	189.227	0.007	0.004	0.010	183.333	0.009
260	400	189.088	184.338	193.805	0.006	0.004	0.010	188.800	0.010
265	400	194.315	188.784	200.014	0.004	0.004	0.005	193.825	0.010
270	400	198.773	194.174	203.606	0.004	0.004	0.004	198.202	0.010
275	400	203.270	199.191	207.611	0.004	0.004	0.004	202.657	0.010
280	400	207.535	203.321	212.019	0.004	0.004	0.004	206.901	0.010
285	400	211.507	207.603	215.665	0.004	0.004	0.004	210.817	0.011
290	400	215.614	212.773	218.783	0.004	0.004	0.005	214.872	0.021
295	400	219.653	217.046	222.515	0.004	0.004	0.004	218.927	0.011
300	400	296.528	295.779	297.752	0.004	0.004	0.004	295.063	0.016
305	400	334.061	332.955	335.861	0.004	0.004	0.004	332.349	0.022
310	400	240.285	236.561	244.993	0.006	0.004	0.010	239.756	0.012
315	400	233.542	230.831	236.910	0.004	0.004	0.004	232.816	0.012
320	400	237.347	233.652	241.503	0.004	0.004	0.004	236.465	0.012
325	400	240.797	236.213	245.827	0.004	0.004	0.004	239.966	0.012
330	400	243.754	238.213	249.724	0.005	0.004	0.006	242.902	0.012
335	400	246.895	240.701	253.483	0.004	0.004	0.004	246.039	0.012
340	400	250.012	242.832	257.468	0.004	0.004	0.004	249.257	0.013
345	400	252.993	245.314	260.939	0.004	0.004	0.004	252.234	0.013
350	400	256.058	247.734	264.566	0.005	0.004	0.006	255.367	0.013
355	400	258.907	250.274	267.834	0.004	0.004	0.004	258.153	0.013
360	400	261.245	252.451	270.445	0.006	0.004	0.010	260.615	0.013
365	400	263.591	255.132	273.132	0.004	0.004	0.004	263.251	0.014
370	400	266.619	257.797	275.743	0.004	0.004	0.004	265.856	0.014
375	400	269.201	260.643	278.086	0.004	0.004	0.004	268.367	0.014
380	400	271.807	263.973	280.616	0.004	0.004	0.004	270.782	0.014
385	400	274.438	267.508	282.625	0.004	0.004	0.004	273.355	0.014
390	400	276.070	270.948	281.755	0.004	0.004	0.004	274.890	0.014
395	400	278.254	275.136	283.211	0.004	0.004	0.004	276.263	0.044
400	400	281.161	278.093	284.972	0.004	0.004	0.004	280.096	0.015
405	400	283.157	281.635	285.333	0.004	0.004	0.004	282.052	0.015
410	400	285.063	284.562	285.658	0.004	0.004	0.004	283.974	0.015
415	400	286.835	286.328	287.306	0.004	0.004	0.005	285.640	0.015
420	400	288.803	288.243	289.368	0.004	0.004	0.004	287.586	0.016
425	400	290.688	290.165	291.168	0.004	0.004	0.004	289.449	0.016
430	400	292.540	291.963	293.118	0.004	0.004	0.004	291.279	0.016
435	400	294.363	293.778	294.948	0.004	0.004	0.004	293.081	0.032
440	400	296.506	295.912	297.243	0.004	0.004	0.004	295.153	0.033
445	400	297.846	297.342	298.248	0.004	0.004	0.004	296.570	0.016
450	400	299.513	298.953	300.018	0.004	0.004	0.004	298.216	0.017
455	400	301.419	301.054	301.828	0.005	0.004	0.005	300.151	0.017
460	400	302.816	302.293	303.228	0.004	0.004	0.004	301.478	0.017
465	400	304.410	303.880	304.826	0.004	0.004	0.004	303.051	0.017
470	400	306.156	305.672	306.628	0.004	0.004	0.004	304.881	0.017
475	400	307.650	307.214	308.181	0.004	0.004	0.004	306.411	0.018
480	400	309.098	308.657	309.633	0.004	0.004	0.004	307.840	0.018
485	400	310.613	310.167	311.153	0.005	0.004	0.007	309.336	0.018
490	400	312.240	311.902	312.729	0.004	0.004	0.004	311.057	0.018
495	400	314.018	313.224	315.246	0.007	0.004	0.012	312.366	0.018
500	400	314.913	314.627	315.293	0.005	0.004	0.006	313.755	0.019
505	400	315.810	315.285	316.311	0.004	0.004	0.004	314.402	0.019
510	400	317.088	316.682	317.345	0.006	0.004	0.010	315.787	0.019
515	400	318.564	317.995	319.138	0.005	0.004	0.007	317.086	0.019
520	400	319.765	319.222	320.278	0.004	0.004	0.005	318.300	0.019
525	400	321.038	320.552	321.431	0.004	0.004	0.004	319.554	0.019
530	400	322.166	321.612	322.688	0.004	0.004	0.004	320.664	0.020
535	400	323.468	322.972	323.866	0.004	0.004	0.004	321.946	0.020
540	400	324.628	324.062	325.158	0.004	0.004	0.004	323.087	0.020
545	400	325.841	325.270	326.376	0.004	0.004	0.004	324.281	0.020
550	400	327.877	327.096	328.618	0.004	0.004	0.004	326.091	0.224
555	400	327.826	327.108	328.436	0.004	0.004	0.004	326.095	0.020
560	400	328.813	328.088	329.428	0.004	0.004	0.004	327.062	0.021
565	400	329.933	329.201	330.553	0.004	0.004	0.004	328.161	0.021
570	400	330.913	330.243	331.398	0.004	0.004	0.004	329.190	0.021
575	400	332.034	331.428	332.381	0.004	0.004	0.004	330.291	0.021
580	400	333.011	331.971	333.703	0.004	0.004	0.004	330.893	0.064
585	400	334.298	333.752	334.721	0.004	0.004	0.004	332.657	0.022
590	400	243.366	60.867	335.115	0.004	0.004	0.005	333.013	0.043
595	400	336.630	336.259	336.999	0.004	0.004	0.004	335.136	0.022
600	400	375.197	373.875	376.503	0.004	0.004	0.004	373.410	0.032
605	400	392.611	390.728	394.794	0.004	0.004	0.004	388.418	0.044
610	400	392.410	390.610	394.273	0.004	0.004	0.004	388.317	0.044
615	400	380.519	370.874	385.457	0.004	0.004	0.004	381.511	0.041
620	400	349.591	349.176	350.288	0.006	0.004	0.009	348.658	0.024
625	400	344.166	342.878	344.975	0.004	0.004	0.005	342.349	0.024
630	400	342.643	342.002	343.428	0.004	0.004	0.004	340.917	0.023
635	400	343.555	342.910	344.346	0.004	0.004	0.004	341.812	0.023
640	400	344.413	343.762	345.208	0.004	0.004	0.004	342.652	0.024
645	400	345.215	344.560	346.016	0.004	0.004	0.004	343.437	0.024
650	400	346.279	345.701	346.918	0.004	0.004	0.004	344.563	0.024
655	400	346.655	345.990	347.466	0.004	0.004	0.004	344.842	0.024
660	400	347.463	346.877	348.108	0.004	0.004	0.004	345.717	0.024
665	400	348.304	347.715	348.953	0.004	0.004	0.004	346.542	0.025
670	400	349.096	348.502	349.748	0.004	0.004	0.004	347.317	0.025
675	400	349.838	349.240	350.493	0.004	0.004	0.004	348.042	0.025
680	400	350.529	349.927	351.188	0.004	0.004	0.004	348.717	0.025
685	400	351.171	350.565	351.833	0.004	0.004	0.004	349.342	0.025
690	400	352.033	351.422	352.698	0.004	0.004	0.004	350.187	0.025
695	400	352.667	352.233	353.246	0.004	0.004	0.004	350.715	0.026
700	400	353.346	352.727	354.018	0.005	0.004	0.006	351.467	0.026
705	400	351.891	347.480	354.746	0.007	0.004	0.012	352.175	0.026
710	400	354.761	354.122	355.428	0.004	0.004	0.004	352.838	0.026
715	400	355.541	354.752	356.066	0.005	0.004	0.006	353.455	0.026
720	400	356.602	356.262	356.943	0.006	0.004	0.010	354.123	0.027
725	400	357.156	356.578	357.716	0.004	0.004	0.005	355.060	0.027
730	400	357.306	356.662	357.998	0.004	0.004	0.004	355.328	0.027
735	400	358.303	357.849	358.901	0.004	0.004	0.004	356.500	0.027
740	400	359.013	358.557	359.613	0.004	0.004	0.004	357.195	0.027
745	400	359.484	358.927	360.286	0.004	0.004	0.004	357.651	0.028
750	400	360.113	359.552	360.918	0.004	0.004	0.004	358.265	0.028
755	400	360.200	359.233	361.211	0.004	0.004	0.004	357.940	0.028
760	400	360.950	360.078	361.763	0.004	0.004	0.004	358.672	0.028
765	400	361.458	360.580	362.276	0.004	0.004	0.004	359.162	0.028
770	400	361.926	361.043	362.748	0.004	0.004	0.004	359.612	0.028
775	400	362.667	361.778	363.493	0.004	0.004	0.004	360.335	0.029
780	400	363.332	362.626	364.038	0.004	0.004	0.005	361.163	0.058
785	400	363.982	363.291	364.711	0.004	0.004	0.004	361.820	0.029
790	400	364.616	363.921	365.348	0.004	0.004	0.004	362.438	0.029
795	400	364.785	364.194	365.628	0.004	0.004	0.004	362.806	0.029
800	400	365.346	364.752	366.193	0.004	0.004	0.004	363.352	0.030
805	400	365.872	365.274	366.723	0.004	0.004	0.004	363.862	0.030
810	400	366.363	365.762	367.218	0.004	0.004	0.005	364.338	0.030
815	400	367.040	366.547	367.678	0.004	0.004	0.004	365.001	0.030
820	400	367.463	366.967	368.103	0.004	0.004	0.004	365.408	0.030
825	400	367.963	367.352	368.831	0.004	0.004	0.004	365.893	0.030
830	400	368.543	368.042	369.188	0.004	0.004	0.004	366.458	0.031
835	400	368.863	368.359	369.511	0.004	0.004	0.004	366.764	0.031
840	400	369.493	368.987	370.143	0.004	0.004	0.004	367.379	0.031
845	400	369.861	369.237	370.746	0.004	0.004	0.005	367.732	0.031
850	400	370.313	369.802	370.968	0.004	0.004	0.004	368.169	0.031
855	400	370.850	370.337	371.508	0.004	0.004	0.004	368.691	0.032
860	400	371.358	370.842	372.018	0.004	0.004	0.004	369.184	0.032
865	400	371.835	371.317	372.498	0.004	0.004	0.004	369.646	0.032
870	400	372.283	371.762	372.948	0.004	0.004	0.004	370.079	0.064
875	400	372.430	371.665	373.218	0.004	0.004	0.004	369.974	0.032
880	400	372.816	372.047	373.608	0.004	0.004	0.004	370.344	0.032
885	400	373.295	372.400	374.336	0.004	0.004	0.004	370.806	0.033
890	400	373.991	373.458	374.668	0.004	0.004	0.004	371.364	0.033
895	400	374.169	373.387	374.971	0.004	0.004	0.004	371.647	0.033
900	400	374.563	373.653	375.618	0.004	0.004	0.004	372.024	0.033
905	400	375.055	374.265	375.863	0.004	0.004	0.004	372.499	0.033
910	400	375.519	374.852	376.458	0.004	0.004	0.005	372.821	0.034
915	400	375.554	374.502	376.496	0.004	0.004	0.004	372.716	0.034
920	400	376.648	376.102	377.338	0.004	0.004	0.004	374.295	0.034
925	400	376.625	375.690	377.706	0.004	0.004	0.004	374.004	0.034
930	400	376.983	376.173	377.808	0.004	0.004	0.004	374.345	0.034
935	400	377.445	376.630	378.273	0.004	0.004	0.005	374.790	0.034
940	400	378.163	377.607	378.863	0.004	0.004	0.004	375.750	0.035
945	400	378.293	377.470	379.128	0.004	0.004	0.004	375.605	0.035
950	400	378.680	377.853	379.518	0.004	0.004	0.004	375.975	0.035
955	400	379.041	378.210	379.883	0.004	0.004	0.004	376.321	0.035
960	400	379.378	378.543	380.223	0.004	0.004	0.004	376.641	0.035
965	400	379.690	378.850	380.538	0.004	0.004	0.004	376.936	0.036
970	400	380.113	379.133	381.238	0.005	0.004	0.007	377.343	0.036
975	400	380.375	379.390	381.506	0.004	0.004	0.004	377.589	0.036
980	400	380.890	380.038	381.748	0.004	0.004	0.004	378.086	0.036
985	400	381.667	380.808	382.531	0.004	0.004	0.005	378.839	0.036
990	400	381.293	380.433	382.158	0.004	0.004	0.004	378.597	0.036
995	400	381.739	381.015	382.326	0.004	0.004	0.004	379.027	0.037
1000	400	382.021	381.153	382.893	0.004	0.004	0.004	379.294	0.037
1005	400	382.423	381.693	383.013	0.004	0.004	0.004	379.679	0.037
1010	400	382.660	381.783	383.538	0.004	0.004	0.004	379.900	0.037
1015	400	383.017	382.280	383.611	0.004	0.004	0.004	380.242	0.037
1020	400	383.498	382.758	384.093	0.004	0.004	0.004	380.707	0.038
1025	400	383.667	382.778	384.556	0.004	0.004	0.004	380.861	0.038
1030	400	384.106	383.213	384.998	0.004	0.004	0.004	381.284	0.038
1035	400	384.378	383.628	384.978	0.004	0.004	0.004	381.540	0.038
1040	400	384.776	384.023	385.378	0.004	0.004	0.005	381.923	0.038
1045	400	385.155	384.398	385.758	0.004	0.004	0.004	382.286	0.038
1050	400	385.513	384.753	386.118	0.004	0.004	0.004	382.628	0.039
1055	400	385.550	384.635	386.458	0.004	0.004	0.004	382.649	0.039
1060	400	385.866	384.948	386.778	0.004	0.004	0.004	382.950	0.039
1065	400	386.163	385.240	387.078	0.004	0.004	0.004	383.231	0.039
1070	400	386.746	385.973	387.358	0.004	0.004	0.004	383.799	0.039
1075	400	387.005	386.228	387.618	0.004	0.004	0.004	384.041	0.040
1080	400	387.243	386.463	387.858	0.004	0.004	0.005	384.264	0.040
1085	400	387.461	386.678	388.078	0.004	0.004	0.004	384.467	0.040
1090	400	387.816	386.873	388.748	0.004	0.004	0.004	384.806	0.040
1095	400	387.996	387.048	388.931	0.004	0.004	0.004	384.969	0.040
1100	400	388.471	387.678	389.093	0.004	0.004	0.004	385.429	0.041
1105	400	388.612	387.815	389.236	0.004	0.004	0.004	385.555	0.041
1110	400	388.893	387.933	389.838	0.004	0.004	0.004	385.820	0.041
1115	400	389.316	388.513	389.943	0.004	0.004	0.004	386.227	0.041
1120	400	389.400	388.593	390.028	0.004	0.004	0.004	386.295	0.041
1125	400	389.626	388.653	390.581	0.004	0.004	0.004	386.505	0.041
1130	400	389.996	389.183	390.628	0.004	0.004	0.004	386.860	0.042
1135	400	390.186	389.206	391.148	0.004	0.004	0.004	387.035	0.042
1140	400	390.523	389.703	391.158	0.004	0.004	0.004	387.356	0.042
1145	400	390.677	389.688	391.646	0.004	0.004	0.004	387.494	0.042
1150	400	390.980	390.153	391.618	0.004	0.004	0.004	387.781	0.042
1155	400	391.433	390.603	392.073	0.004	0.004	0.004	388.219	0.043
1160	400	391.535	390.533	392.513	0.004	0.004	0.004	388.305	0.043
1165	400	391.787	390.951	392.431	0.004	0.004	0.004	388.541	0.043
1170	400	392.193	391.353	392.838	0.004	0.004	0.004	388.931	0.043
1175	400	392.242	391.228	393.231	0.004	0.004	0.004	388.965	0.043
1180	400	392.937	392.260	393.758	0.004	0.004	0.004	389.979	0.043
1185	400	394.310	393.285	395.306	0.004	0.004	0.004	390.812	0.481
1190	400	393.296	392.962	393.948	0.004	0.004	0.004	390.484	0.044
1195	400	393.624	393.289	394.278	0.004	0.004	0.004	390.799	0.044
1200	400	393.588	393.077	394.593	0.004	0.004	0.004	390.749	0.044
1205	400	393.884	393.372	394.893	0.004	0.004	0.004	391.032	0.044
1210	400	394.166	393.652	395.178	0.004	0.004	0.004	391.300	0.045
1215	400	394.433	393.917	395.448	0.004	0.004	0.004	391.554	0.045
1220	400	394.684	394.167	395.703	0.004	0.004	0.004	391.792	0.045
1225	400	394.921	394.402	395.943	0.004	0.004	0.004	392.016	0.045
1230	400	395.143	394.622	396.168	0.004	0.004	0.004	392.224	0.045
1235	400	395.349	394.827	396.378	0.004	0.004	0.004	392.418	0.046
1240	400	395.541	395.017	396.573	0.004	0.004	0.004	392.596	0.046
1245	400	395.718	395.192	396.753	0.004	0.004	0.004	392.759	0.046
1250	400	396.575	396.046	397.616	0.004	0.004	0.004	393.594	0.046
1255	400	396.394	396.049	397.068	0.004	0.004	0.004	393.409	0.046
1260	400	396.528	396.182	397.203	0.004	0.004	0.004	393.530	0.046
1265	400	396.646	396.299	397.323	0.004	0.004	0.004	393.635	0.047
1270	400	396.936	396.402	397.988	0.004	0.004	0.004	393.911	0.047
1275	400	397.025	396.489	398.081	0.004	0.004	0.004	393.987	0.047
1280	400	397.476	397.127	398.158	0.004	0.004	0.004	394.425	0.047
1285	400	397.537	397.187	398.221	0.004	0.004	0.004	394.472	0.047
1290	400	397.773	397.232	398.838	0.004	0.004	0.004	394.695	0.048
1295	400	397.804	397.262	398.873	0.004	0.004	0.004	394.713	0.048
1300	400	398.204	397.852	398.893	0.004	0.004	0.004	395.100	0.048
1305	400	398.400	397.854	399.476	0.004	0.004	0.004	395.283	0.048
1310	400	398.389	397.842	399.468	0.004	0.004	0.004	395.259	0.048
1315	400	398.752	398.397	399.446	0.004	0.004	0.004	395.608	0.048
1320	400	398.713	398.357	399.408	0.004	0.004	0.004	395.751	0.049
